0,0
0,12.192
0,21.547
0,26.591
0,27.515
0,27.529
0,27.529
0,27.515
0,27.529
0,27.529
0,27.5
0,27.515
0,27.515
0,27.544
0,27.529
0,27.529
0,27.559
0,27.515
0,27.529
0,27.529
0,27.529
0,27.485
0,27.5
0,27.515
0,27.5
0,27.515
0,27.515
0,27.515
0,27.5
0,27.5
0,27.515
0,27.5
0,27.485
0,27.515
0,27.544
0,27.5
0,27.485
0,27.529
0,27.5
0,27.5
0,27.515
0,27.515
0,27.529
0,27.5
0,27.529
0,27.485
0,27.5
0,27.5
0,27.515
0,27.485
0,27.515
0,27.5
0,27.515
0,27.471
0,27.515
0,27.5
0,27.5
0,27.515
0,27.485
0,27.529
0,27.5
0,27.5
0,27.5
0,27.471
0,27.529
0,27.5
0,27.515
0,27.485
0,27.515
0,27.485
0,27.485
0,27.485
0,27.515
0,27.515
0,27.5
0,27.471
0,27.485
0,27.515
0,27.485
0,27.5
0,27.5
0,27.485
0,27.5
0,27.485
0,27.5
0,27.5
0,27.485
0,27.5
0,27.5
0,27.515
0,27.471
0,27.515
0,27.485
0,27.456
0,27.485
0,27.485
0,27.5
